x_position,y_position
7.387252689047374e-11,1778347786.3980267
4.759705395211036e-10,1346484857.971737
7.779156487376816e-10,1324894450.3991756
2.2007177555745073e-10,1395244400.77009
9.297262146112865e-10,404676381.5733529
6.127578599264151e-10,58491224.32684361
9.360607155592183e-10,704624317.0807892
3.0025288661354136e-10,82348431.23624723
7.570673454123944e-10,420809452.8235992
1.9007098169582848e-10,514700143.1472799
9.384615844052691e-11,563888242.2458639
5.962416801044702e-10,54680077.97027918
6.271670117573856e-10,662737370.4294477
4.860151266890546e-10,695074244.4899412
3.8224567852824524e-10,1221073413.1489978
6.071037478876576e-10,324204640.8791561
9.445841989959098e-10,92428435.14590591
4.034953802169337e-10,147700482.11690566
4.712872965735222e-10,540948377.5140053
3.8752373258303177e-10,69220339.41120364
6.079768707554897e-10,967917888.524331
2.617469622907155e-10,165793159.46298665
1.861335261356134e-10,997213369.2572433
3.000878278285675e-10,72176649.26437138
1.6749759746205817e-10,252404942.1571621
7.50865829121894e-11,199844204.79173523
2.468673184772068e-10,1057856922.3589958
5.335779516613423e-10,751216746.9981871
6.422414683411908e-10,1953051703.9011555
3.648209426103741e-10,683236417.6739031
3.4673350347503376e-10,578283126.1585991
9.509185548960734e-10,1239627284.5927591
3.421919315473997e-10,1559178894.6308177
1.1099661413209039e-10,240466255.5447583
8.871964897659419e-10,325576086.0878489
3.2099841443311674e-10,335434259.4397978
4.898498488398291e-10,1201860174.9758267
1.7167806700008703e-10,146124137.84969956
6.580485902428675e-10,1477492310.0746682
3.8380664831302114e-10,1188814771.8609471
4.998432052694395e-10,1906945979.8559527
7.86206478529957e-10,1749783358.2001328
6.761685501369978e-10,1038131549.3951346
4.991050400044106e-11,1057298088.3730675
6.35146105506445e-10,698667144.3225293
7.693451475853697e-10,678819023.356167
6.110003741860593e-11,364346474.9591054
7.8330634089598e-10,1074916604.9571748
9.117353391922708e-10,1345057697.6183004
3.370943606240756e-10,703148237.2248569
4.1201335676734456e-11,529116525.0074576
7.634581788186288e-10,72038022.58657198
7.899860960078821e-10,1262690951.6758044
9.304394164777198e-10,1097304038.5697136
5.1912352273626344e-11,1500859361.8037648
3.8927360029246576e-11,694382014.0757965
6.683831829191321e-10,751623447.5852531
3.29470235165693e-10,288872710.80350137
6.407023063236957e-10,217345117.7907437
1.0529440187359141e-10,751385924.6383184
9.276217892704528e-10,901052047.9471239
5.025464768278252e-10,567616103.8696494
5.904305618923376e-10,194947757.48856094
5.255790418463737e-10,585580419.4444551
3.661893028562321e-10,573867004.5761396
2.1456637987121552e-10,358603062.2466478
1.1237632875017412e-10,714752664.1796559
7.586937486161982e-10,560339426.4937999
6.516671506524898e-10,684286536.3914382
7.534275844875511e-10,821223063.6412122
2.361638916213641e-10,625985199.6502519
4.950688213004789e-10,875980154.9566672
7.465188231977843e-10,66677949.43355542
9.447239818776466e-10,133292009.40601414
2.1673975050400176e-10,681418488.423354
4.922904765821433e-10,1537237970.781237
4.928521820215054e-10,1595356896.3817308
8.922496852413326e-10,604646616.9881347
6.232920423901523e-10,7026813.516117335
3.2394710427039654e-10,1092461338.5276403
2.4671497072568383e-10,89747437.21584265
8.915404713251883e-10,645969618.8192216
2.5609794925515973e-10,597142046.5055811
7.507423295116079e-11,885180657.0305548
6.47633655535283e-10,328296004.53470117
6.421736347470759e-10,246775572.07238874
7.932847545261602e-10,1452731052.445862
8.707934077071179e-11,780670073.9719177
3.201530289881883e-10,387317392.7564186
2.2733840654135795e-10,1442476762.9500928
3.410189865114167e-10,1709409161.599835
1.9147970538923056e-10,1342534448.988205
3.847354674936593e-10,597205044.087687
3.390141348771655e-10,206467540.12882316
9.613833243050267e-10,323560854.1938843
4.504195333098671e-11,314944806.3215443
3.443103880418639e-10,640949661.5632384
5.068844871252156e-10,911849122.0885456
3.642257684640602e-10,956903944.6829956
6.508218351679138e-10,1412483972.2819958
8.517227039054133e-11,853105826.7748649
4.669174223537544e-10,372962130.1612029
6.309666331563867e-10,514769931.051789
4.1486350002601816e-11,883877827.4877096
8.882306348153465e-10,767748990.6752356
5.901993717093845e-11,1592017865.0941298
3.335577793807799e-10,833250829.7398978
6.37216396253498e-10,269536110.50859624
8.05472690138655e-10,1163537756.519602
6.340629234745178e-10,645014012.2483552
5.317891046508783e-10,354543718.224761
2.3168621135267398e-10,1483190032.8852572
6.438970317215794e-10,1877220143.263266
5.645453320786831e-11,1632459041.8947616
7.821165373147621e-11,1610875107.271512
3.5107073452590187e-10,1728307441.7202601
9.480282696116187e-10,701794904.5733315
1.8801885787872308e-10,1205542315.5430264
8.015929639999499e-10,479813195.2425126
9.400862242699658e-10,40876919.04923951
9.743004613009466e-11,227238483.66233265
6.622806672531575e-10,1648076902.9234796
3.5466788931905384e-10,18402443.820609845
6.466402950106774e-10,435446219.6445469
9.247492185543561e-10,609658586.0930725
3.2218136173822113e-10,494219974.9226523
6.283657868362868e-10,397574048.26638114
2.0855742878786866e-10,167299743.51367757
6.402298079502194e-10,472846173.2735964
4.963300084671243e-10,625737493.5820816
9.344227078121294e-10,296093190.54520595
9.65362416688124e-10,6914377.714232866
7.954887940164902e-11,104821306.82648005
1.9708408945960487e-10,1519104620.6501286
8.041319104864073e-10,1184469229.2780614
5.178646643282779e-10,939675796.6565338
4.8173221812264e-10,1084023528.4526668
3.826645078100295e-10,382157861.81631255
1.9524417695401743e-10,685842990.3677293
5.178517913392893e-10,143238589.8273134
4.746787185763227e-10,1421254295.9454596
9.148551268359346e-10,104503974.37866487
3.1570690107658263e-10,197427709.6248793
5.23075975827194e-10,996794884.9420704
6.185356101501043e-10,191884072.94843456
3.7758809158169073e-10,904842354.9031527
6.435893902267738e-10,18506130.92024056
7.70790425231717e-10,1455460966.4338064
1.890894505395945e-10,903078423.8259001
6.795438094693606e-11,987001137.4113533
5.860720143009594e-10,178598298.85843602
4.730931956206645e-10,457478463.74800664
3.6893880437815485e-10,337034662.0957287
6.2667702536937e-10,67388185.82525052
5.250318493764695e-10,756003834.6891766
5.300985809718647e-10,1144566386.0716393
2.3294099873838794e-10,1063911871.305425
6.108935860301673e-10,996522840.4479988
4.719814200836859e-10,836104096.420024
6.370689550643144e-10,1695956243.1511526
6.389222601368333e-10,54837129.990797475
7.751359761081279e-10,1573856318.337799
4.993118668527572e-10,699846074.6209258
2.7908206745345666e-11,623081122.894483
9.312754399248506e-10,1440739322.7760105
9.4202382266599e-10,235145411.58541057
3.662522558111653e-10,1125380744.156897
7.758955775856409e-10,1111755508.577001
8.334265812682752e-10,103228935.40580735
5.978524343776644e-10,217649967.96571997
8.925016581259601e-10,856168981.125773
6.190441937229103e-10,1290768205.4659019
7.683948120580906e-10,628098368.248755
1.6758085670897594e-10,81389192.27432083
3.956170210717576e-10,831857702.3698086
3.782936721914827e-10,1277452535.4467463
2.6552754499170495e-11,408890303.2899153
8.687675321502095e-10,29461298.82430481
4.929963258697253e-10,1668584232.6753688
7.922092702530607e-10,1189299808.4824994
3.494099308273776e-10,13821553.048005918
6.784928484497485e-10,755329967.0151242
5.106517988689575e-10,618859139.4803739
3.869773107846294e-10,22640096.52551957
7.5988475562372e-10,944713083.0699458
4.5839324567865163e-10,243983560.49722844
4.872637542020209e-11,337620374.99644655
5.971577854282506e-10,100986961.5817156
6.131562110335995e-10,1049569048.6553283
3.5950792690637994e-10,701008135.4769279
9.134953829131173e-10,478650767.5416275
6.07811650703206e-10,239969615.05310696
7.941110088123445e-10,1195424606.1482244
2.16226749736113e-10,214998066.61827135
6.400140465625513e-10,1390553091.5422966
5.89711677177669e-11,350735614.8859688
2.316598487196461e-10,1554469033.2758014
3.4327993120986924e-10,927149267.7340993
7.75370348071731e-10,524083727.17141086
6.514601891719674e-10,1800634441.3041718
6.729125380560827e-10,674537430.6686246
3.2005819734347066e-10,165210098.15621987
7.884642708727889e-10,240326225.23612487
3.958961020566199e-11,541291926.2276263
6.775058330492437e-10,349715681.9704494
6.616348117290934e-10,869357674.564281
1.13145676955693e-10,507634342.93239856
8.016992072523918e-10,866767895.5147046
3.933672392079576e-10,53997415.78370198
4.855549886152189e-10,953825496.091195
7.645123483301845e-10,47086428.90508718
6.756080322828336e-10,152786116.94449994
2.388869485777603e-10,98043923.4711332
8.132368370346136e-10,1339216445.4997637
5.93914786414238e-10,403400573.3974548
6.20668241981594e-10,1514008770.409362
9.560922344561865e-10,1177752512.9082928
6.659165843004521e-10,709980615.2975702
7.164912911428324e-11,298842453.18637776
6.779661409080096e-11,1569358164.5520215
3.298692997761388e-11,609167479.9791296
8.24166662864897e-10,879276471.9817841
5.148256238146416e-10,1045053329.8664614
6.544095526204386e-10,929161512.5672773
1.7640350830946007e-10,302068254.81692594
7.544797450186147e-10,164192212.87093964
6.197584483547406e-10,503681365.6237262
2.402141835386518e-10,687111263.2162918
2.0254873036382727e-10,637630811.3481541
2.059456561293448e-10,974878279.671716
2.4085299255713067e-10,1317359146.4856648
2.1285482398093172e-10,1579597621.9043963
7.910710186692138e-11,391562664.74081767
3.59359136330788e-11,155087840.83628944
4.978935712275093e-10,173297539.40200529
5.357605700033903e-10,507701964.1255009
3.969080806955403e-10,659453265.5619649
6.665418578365785e-10,987042536.5112398
3.695420240213673e-10,1322652271.7311614
3.3438009965840855e-10,1108746994.3828642
4.5372628516883096e-10,342884656.30138826
4.0800007626572537e-10,240813909.67532653
2.0472507065094126e-10,516959932.14426124
7.552485856981551e-10,591034719.2097981
2.3880421420255105e-10,234365102.58622432
4.414243406459928e-11,1304853198.4928617
3.86433062217081e-10,187694740.12556928
2.5817681257115733e-10,3189750.627827781
5.197207271373774e-10,1256972066.1099315
5.048181416860682e-10,1195285693.908984
2.5350244495516587e-10,612644481.1381501
5.043504223836399e-10,299294252.67724127
9.022062489219326e-10,857533453.7658507
1.8697083865745613e-10,302731809.1331887
3.659411554930906e-10,820079631.4710811
1.9715427079600336e-10,158609446.70618558
3.372524137600205e-10,18929299.348307446
2.34159216520315e-10,209964520.56476665
6.510548274462625e-10,1249242154.6048343
3.326945155088369e-10,1440989776.2505074
6.491063579935255e-10,152570486.260154
9.790791561564229e-10,349613056.5356703
2.577368939550806e-11,292822912.1322538
9.603122747852828e-10,816560569.2767061
3.806242094662662e-10,851239911.0569038
3.492018249588518e-10,832225022.8083427
7.304254754747444e-10,101907064.41245621
4.828795024377507e-10,582843480.1108439
