x_position,y_position
1.2331034547045018e-10,66333994.34694608
7.66511975913864e-10,58743813.66405922
2.578320392894664e-10,636683581.0985883
4.0952944987939036e-10,1233747679.7943406
6.662790751584358e-11,526549582.03305006
3.052011781813223e-10,356278951.0939936
8.563018983046367e-11,929972722.6351511
5.970022614534484e-10,1208275156.2872772
4.511246520973561e-10,1007399490.4358984
7.865730409121032e-10,775659164.0582328
4.1501985786565143e-10,1946439527.2200785
5.634085508731703e-10,1088116999.975347
2.180122311173476e-10,428725708.6342655
2.4933930372300616e-10,1028206821.241035
1.2005020435806868e-10,647634726.3915522
8.526640419135976e-10,185104164.85518563
5.196086887353903e-10,25888314.388607945
7.540023134956233e-10,1136366437.1527278
7.514851059454361e-10,1108112873.056515
7.204616870985195e-10,493765504.3126092
9.473695062377047e-10,127878078.84261991
2.0933725117558423e-10,250540424.88888493
4.350896380136934e-10,1612408978.2243633
4.475511454530881e-10,413340775.8938303
5.834769213776337e-10,1324298289.6742623
9.099333169467722e-10,845421044.5345381
1.401024813371128e-10,99527682.78742251
5.556767713084489e-10,194250803.93254855
7.414231493290326e-10,548281243.1920642
1.1383446402915821e-10,478111942.8650035
9.2343028791049e-10,151960616.47220623
5.778987082497527e-10,1526440410.7057765
5.852542657380156e-11,439168003.6050511
7.577312449454471e-10,580823615.738507
7.040836366993263e-10,420953491.90360636
4.0574648089574376e-10,258616592.6390804
8.989956388803844e-11,1864092499.1044297
2.8264376627490576e-10,22540386.568188574
2.9062358723628214e-10,759731420.8183283
7.083431928304015e-10,750481833.7954388
3.797013841894777e-10,513990405.8349609
4.015370463637146e-10,463136542.43529993
2.3381814939719136e-10,1376896421.0066333
6.493473330561657e-10,44610440.94842114
2.122815049316804e-10,896991590.5229619
4.3383218620016266e-10,1086237628.6236994
2.110280975405743e-10,133517280.93080227
6.00274922893891e-10,619459473.1241473
7.917311965805077e-10,41997053.91245878
6.049498296293274e-10,1283336603.6959722
2.0368234709795442e-10,43482162.93497775
7.71387563485564e-10,506922319.01598877
4.524922818300701e-10,300122038.33870906
2.4247910003701255e-10,106936373.16628134
8.972198793283816e-10,1627143724.1703668
6.987271997036866e-10,537739169.000674
1.4307245148151205e-10,2355057.965627738
8.324398152446789e-11,518884452.2240925
9.653694073951822e-10,549302830.7002349
