x_position,y_position
3.3922224719554943e-10,708802154.9472377
3.4574174697247287e-10,280596235.87201065
6.147995586632744e-10,41328074.34573382
8.714185552121935e-10,1778539684.485939
5.2188723962944386e-11,110342025.36729175
3.944634679740329e-10,1130817275.8111591
3.337907099491928e-10,82529869.94043975
6.537767417909441e-10,1064779700.8199005
8.742885020518082e-10,1690318417.6514637
6.112043389771615e-11,442311859.58049196
3.7259511709060345e-10,1313003931.2767515
7.781224854563762e-10,120655441.05019009
6.273803513502958e-10,1592193779.909764
9.31500146794105e-10,420885789.5305404
6.526546705314216e-10,108283249.01685925
6.911963029310542e-11,513285462.8107665
1.3179143391662974e-10,1062497395.5095159
1.201528612292593e-10,1544649262.7160225
8.80764497535368e-10,597952873.0553759
8.966209664545622e-10,689351324.5348152
1.1364152520992477e-10,635210059.6969159
4.244095580872147e-10,977667599.498316
3.2575154156779276e-10,580033612.5097846
5.984906919547467e-10,786310105.5181814
6.798166142263705e-10,698816650.7177742
4.049604578717179e-10,1500311315.3781474
4.1316034762726365e-10,1077928775.8400848
8.175362173059181e-10,890181748.6812143
3.511708581053577e-10,1510010430.7408316
9.290979873105754e-10,1090447595.0394623
6.113281161701464e-10,1501887421.887491
7.042442326273215e-10,349711435.6006454
1.7100789751736402e-10,770883477.6004802
9.07616305248997e-10,502159922.74329305
8.097028125966154e-10,661175245.2366625
1.1263643477640418e-10,571179987.3363712
3.8515559007889477e-10,1154452881.003687
8.556928282189959e-10,1251634729.462327
6.427061312245208e-10,128897937.43256892
8.796635683203464e-10,1937399734.8396187
4.0168162210167834e-11,265874268.2382733
3.551796065857802e-10,535490353.5672401
3.3882403587145505e-10,47436029.66899573
8.847608635487196e-10,1301806377.5714085
9.440437379268506e-10,436721000.569485
1.114341836497883e-10,912082104.7253445
3.889738944755339e-10,1278903399.052885
3.428821143359284e-10,785650206.2637054
8.503968877826913e-10,1078284640.50924
2.0053602382900783e-10,668759431.9356657
3.082240194669582e-10,759710902.353112
9.052400293148757e-10,526830464.28067577
2.3461609853475673e-10,24717792.987791084
